AnonymousUser,0,cat,0.09569046,2024-04-22 11:39:22.589880,False
AnonymousUser,1,ролрло,-1,2024-04-22 11:39:49.466885,False
AnonymousUser,1,прарорпропо,-1,2024-04-22 11:40:03.564621,False
AnonymousUser,1,прарорпропо,-1,2024-04-22 11:40:08.954089,False
AnonymousUser,1,прарорпропо,-1,2024-04-22 11:40:10.138520,False
AnonymousUser,1,прарорпропо,-1,2024-04-22 11:40:11.007403,False
AnonymousUser,1,прарорпропо,-1,2024-04-22 11:40:12.823223,False
AnonymousUser,1,прарорпропо,-1,2024-04-22 11:40:13.271027,False
AnonymousUser,1,прарорпропо,-1,2024-04-22 11:40:13.591392,False
AnonymousUser,1,dog,0.08555609,2024-04-22 11:42:10.284609,False
AnonymousUser,2,house,0.16105068,2024-04-22 11:43:00.011212,False
AnonymousUser,0,literature,0.47062886,2024-04-22 11:46:45.854519,False
AnonymousUser,1,cat,0.09569046,2024-04-22 11:47:03.308142,False
AnonymousUser,2,jhkjkj,-1,2024-04-22 11:47:10.741445,False
AnonymousUser,2,jhkjkj1,-1,2024-04-22 11:47:17.973226,False
AnonymousUser,2,cat,0.09569046,2024-04-22 11:48:18.351291,False
AnonymousUser,3,house,0.16105068,2024-04-22 11:48:39.654972,False
AnonymousUser,0,cat,0.09569046,2024-04-22 15:39:06.371160,False
AnonymousUser,0,cat,0.09569046,2024-04-22 15:48:06.969322,False
AnonymousUser,1,dog,0.08555609,2024-04-22 15:48:09.247125,False
AnonymousUser,0,cat,0.09569046,2024-04-22 15:57:08.979142,False
AnonymousUser,0,cat,0.09569046,2024-04-22 16:07:39.524791,False
AnonymousUser,1,dog,0.08555609,2024-04-22 16:07:41.709539,False
AnonymousUser,2,bubble,0.064071596,2024-04-22 16:07:46.815374,False
AnonymousUser,3,tea,0.14062424,2024-04-22 16:07:48.358928,False
AnonymousUser,4,coffe,0.13166419,2024-04-22 16:07:53.253785,False
AnonymousUser,5,animal,0.04907135,2024-04-22 16:08:17.730102,False
AnonymousUser,6,book,1.0,2024-04-22 16:08:21.049855,False
AnonymousUser,0,cat,0.09569046,2024-04-22 16:10:18.795460,False
AnonymousUser,0,cat,0.09569046,2024-04-22 16:10:39.077757,False
AnonymousUser,1,tome,0.74858314,2024-04-22 16:15:36.841084,False
AnonymousUser,2,comedy,0.23194721,2024-04-22 16:15:41.905574,False
AnonymousUser,3,writer,0.2907879,2024-04-22 16:15:51.174042,False
AnonymousUser,4,library,0.32453123,2024-04-22 16:15:57.285032,False
AnonymousUser,0,cat,0.09569046,2024-04-22 16:33:55.464612,False
AnonymousUser,1,dog,0.08555609,2024-04-22 16:33:57.625100,False
AnonymousUser,0,cat,0.09569046,2024-04-22 17:48:52.317308,False
AnonymousUser,1,dog,0.08555609,2024-04-22 17:49:00.638496,False
AnonymousUser,0,book,1.0,2024-04-28 12:05:15.379557,False
AnonymousUser,0,cat,0.09569046,2024-04-28 12:08:33.431663,False
AnonymousUser,0,cat,0.09569046,2024-04-28 14:54:57.848638,False
AnonymousUser,1,literature,0.47062886,2024-04-28 14:55:15.801107,False
AnonymousUser,2,tome,0.74858314,2024-04-28 14:56:13.580861,False
AnonymousUser,0,cat,0.09569046,2024-04-28 14:56:18.953136,False
AnonymousUser,1,house,0.16105068,2024-04-28 14:56:21.653529,False
AnonymousUser,2,literature,0.47062886,2024-04-28 14:56:26.553035,False
AnonymousUser,0,literature,0.47062886,2024-04-28 14:57:28.347310,False
AnonymousUser,1,cat,0.09569046,2024-04-28 14:57:32.681000,False
AnonymousUser,0,cat,0.09569046,2024-04-28 14:59:03.384011,False
AnonymousUser,1,tome,0.74858314,2024-04-28 14:59:05.386207,False
AnonymousUser,0,tome,0.74858314,2024-04-28 15:00:22.834175,False
AnonymousUser,1,tome,0.74858314,2024-04-28 15:01:20.256321,False
AnonymousUser,2,tome,0.74858314,2024-04-28 15:02:07.068380,False
